competition,player_id,name,first_name,last_name,team,position,age,apps,mins_played,goals,xg,goals_vs_xg,shots,shots_on_target,shot_conv,xg_per_shot,mins_per_goal
Champions League,483320,Igor Paixão,Igor Guilherme,Barbosa da Paixão,Olympique de Marseille,Forward,25.73,8,471,4,1.24,2.76,15,7,26.67,0.08,117.75
Champions League,546178,Bilal Nadir,Bilal,Nadir,Olympique de Marseille,Midfielder,22.31,4,92,0,0.0,0.0,0,0,0.0,0.0,
Champions League,219249,Matt O'Riley,Matt,O'Riley,Olympique de Marseille,Midfielder,25.33,7,364,0,0.17,-0.17,3,0,0.0,0.06,
Champions League,209041,Angel Gomes,Angel,Gomes,Olympique de Marseille,Midfielder,25.56,4,64,0,0.04,-0.04,1,0,0.0,0.04,
Champions League,220688,Mason Greenwood,Mason,Greenwood,Olympique de Marseille,Forward,24.47,8,671,3,2.11,0.89,34,16,8.82,0.06,223.66666666666666
Champions League,578612,Arthur Vermeeren,Arthur,Vermeeren,Olympique de Marseille,Midfielder,21.12,5,330,0,0.05,-0.05,1,0,0.0,0.05,
Champions League,634416,Darryl Bakola,Darryl,Bakola,Olympique de Marseille,Midfielder,18.3,1,62,0,0.03,-0.03,1,0,0.0,0.03,
Champions League,224868,Facundo Medina,Facundo,Medina,Olympique de Marseille,Defender,26.82,4,306,0,0.0,0.0,0,0,0.0,0.0,
Champions League,432711,CJ Egan-Riley,CJ,Egan-Riley,Olympique de Marseille,Defender,23.22,3,135,0,0.0,0.0,0,0,0.0,0.0,
Champions League,215473,Timothy Weah,Timothy,Weah,Olympique de Marseille,Forward,26.08,7,505,1,0.43,0.57,11,4,9.09,0.04,505.0
Champions League,204401,Amir Murillo,Amir,Murillo,Olympique de Marseille,Defender,30.11,7,388,0,0.05,-0.05,2,1,0.0,0.03,
Champions League,88754,Geoffrey Kondogbia,Geoffrey,Kondogbia,Olympique de Marseille,Midfielder,33.1,4,223,0,0.09,-0.09,3,2,0.0,0.03,
Champions League,247400,Amine Gouiri,Amine,Gouiri,Olympique de Marseille,Forward,26.1,3,165,0,0.09,-0.09,3,1,0.0,0.03,
Champions League,210494,Nayef Aguerd,Nayef,Aguerd,Olympique de Marseille,Defender,29.98,5,450,0,0.02,-0.02,1,0,0.0,0.02,
Champions League,424044,Hamed Traoré,Hamed,Traoré,Olympique de Marseille,Midfielder,26.1,2,113,0,0.24,-0.24,1,0,0.0,0.24,
Champions League,132015,Pierre-Emile Højbjerg,Pierre-Emile,Højbjerg,Olympique de Marseille,Midfielder,30.63,8,658,0,0.72,-0.72,6,1,0.0,0.12,
Champions League,446682,Leonardo Balerdi,Leonardo,Balerdi,Olympique de Marseille,Defender,27.15,6,495,0,0.09,-0.09,2,0,0.0,0.05,
Champions League,54694,Pierre-Emerick Aubameyang,Pierre-Emerick,Aubameyang,Olympique de Marseille,Forward,36.77,8,589,3,3.08,-0.08,22,10,13.64,0.14,196.33333333333334
Champions League,627548,Marvin Dills,Marvin,Dills,Eintracht Frankfurt,Midfielder,18.9,1,7,0,0.0,0.0,0,0,0.0,0.0,
Champions League,587982,Jean-Mattéo Bahoya,Jean-Mattéo,Bahoya,Eintracht Frankfurt,Forward,20.87,8,223,0,0.27,-0.27,3,2,0.0,0.09,
Champions League,680832,Tye Hall,Tye,Hall,Tottenham Hotspur FC,Midfielder,18.47,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,611920,Malachi Hardy,Malachi,Hardy,Tottenham Hotspur FC,Defender,18.03,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,515352,Nathaniel Brown,Nathaniel,Brown,Eintracht Frankfurt,Defender,22.76,8,682,0,0.07,-0.07,2,0,0.0,0.03,
Champions League,69600,Mario Götze,Mario,Götze,Eintracht Frankfurt,Midfielder,33.81,7,419,0,0.25,-0.25,2,0,0.0,0.12,
Champions League,205252,Ritsu Doan,Ritsu,Doan,Eintracht Frankfurt,Midfielder,27.77,7,478,0,0.37,-0.37,4,1,0.0,0.09,
Champions League,171356,Aurélio Buta,Aurélio Gabriel Ulineia,Buta,Eintracht Frankfurt,Defender,29.11,2,102,0,0.57,-0.57,1,1,0.0,0.57,
Champions League,573379,Farès Chaïbi,Farès,Chaïbi,Eintracht Frankfurt,Midfielder,23.31,8,498,1,1.33,-0.33,11,4,9.09,0.12,498.0
Champions League,578611,Oscar Højlund,Oscar,Højlund,Eintracht Frankfurt,Midfielder,21.21,3,109,0,0.0,0.0,0,0,0.0,0.0,
Champions League,57500,Timothy Chandler,Timothy,Chandler,Eintracht Frankfurt,Midfielder,35.99,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,492931,Ansgar Knauff,Ansgar,Knauff,Eintracht Frankfurt,Forward,24.19,8,596,2,1.0,1.0,7,4,28.57,0.14,298.0
Champions League,487053,Destiny Udogie,Destiny,Udogie,Tottenham Hotspur FC,Defender,23.31,6,287,0,0.02,-0.02,1,1,0.0,0.02,
Champions League,490145,Dane Scarlett,Dane,Scarlett,Tottenham Hotspur FC,Forward,21.99,2,16,0,0.0,0.0,0,0,0.0,0.0,
Champions League,193645,Robin Koch,Robin,Koch,Eintracht Frankfurt,Defender,29.68,8,710,0,0.18,-0.18,2,0,0.0,0.09,
Champions League,492942,Nnamdi Collins,Nnamdi,Collins,Eintracht Frankfurt,Defender,22.19,6,444,0,0.0,0.0,0,0,0.0,0.0,
Champions League,640419,Jun'ai Byfield,Jun'ai,Byfield,Tottenham Hotspur FC,Defender,17.28,2,29,0,0.0,0.0,0,0,0.0,0.0,
Champions League,539142,Aurèle Amenda,Aurèle,Amenda,Eintracht Frankfurt,Defender,22.64,5,223,0,0.0,0.0,0,0,0.0,0.0,
Champions League,168090,Mahmoud Dahoud,Mahmoud,Dahoud,Eintracht Frankfurt,Midfielder,30.22,4,111,0,0.0,0.0,0,0,0.0,0.0,
Champions League,465189,Arthur Theate,Arthur,Theate,Eintracht Frankfurt,Defender,25.82,8,720,0,0.31,-0.31,3,1,0.0,0.1,
Champions League,195430,Ellyes Skhiri,Ellyes,Skhiri,Eintracht Frankfurt,Midfielder,30.87,8,365,0,0.1,-0.1,2,1,0.0,0.05,
Champions League,550839,Wilson Odobert,Wilson,Odobert,Tottenham Hotspur FC,Forward,21.31,7,484,1,0.74,0.26,9,3,11.11,0.08,484.0
Champions League,224209,Rasmus Kristensen,Rasmus,Kristensen,Eintracht Frankfurt,Defender,28.7,4,329,1,0.11,0.89,3,2,33.33,0.04,329.0
Champions League,547150,Fousseny Doumbia,Fousseny,Doumbia,Eintracht Frankfurt,Defender,21.07,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,536134,Rio Kyerematen,Rio,Kyerematen,Tottenham Hotspur FC,Midfielder,20.78,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,593003,Alexander Staff,Alexander,Staff,Eintracht Frankfurt,Forward,17.77,1,5,0,0.0,0.0,0,0,0.0,0.0,
Champions League,551050,Hugo Larsson,Hugo,Larsson,Eintracht Frankfurt,Midfielder,21.73,7,517,0,0.25,-0.25,1,0,0.0,0.25,
Champions League,96787,Mohamed Elyounoussi,Mohamed,Elyounoussi,FC København,Midfielder,31.64,7,531,1,1.08,-0.08,9,3,11.11,0.12,531.0
Champions League,492944,Youssoufa Moukoko,Youssoufa,Moukoko,FC København,Forward,21.33,6,312,0,1.01,-1.01,8,5,0.0,0.13,
Champions League,625330,Viktor Dadason,Viktor,Dadason,FC København,Forward,17.72,6,311,3,2.4,0.6,6,5,50.0,0.4,103.66666666666667
Champions League,197498,Birger Meling,Birger,Meling,FC København,Defender,31.27,4,252,0,0.0,0.0,0,0,0.0,0.0,
Champions League,235120,Mads Emil Madsen,Mads Emil,Madsen,FC København,Midfielder,28.19,7,274,0,0.42,-0.42,2,2,0.0,0.21,
Champions League,669937,Jofre Torrents,Jofre,Torrents,FC Barcelona,Defender,19.14,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,565534,Junnosuke Suzuki,Junnosuke,Suzuki,FC København,Defender,22.69,7,574,0,0.22,-0.22,5,2,0.0,0.04,
Champions League,493019,Alejandro Balde,Alejandro,Balde,FC Barcelona,Defender,22.42,7,520,0,0.06,-0.06,1,1,0.0,0.06,
Champions League,220325,Jules Koundé,Jules,Koundé,FC Barcelona,Defender,27.36,8,705,2,0.85,1.15,5,2,40.0,0.17,352.5
Champions League,622714,Robert Silva,Robert Vinicius,Rodrigues Silva,FC København,Midfielder,20.94,6,219,2,1.04,0.96,11,5,18.18,0.09,109.5
Champions League,226025,Marcos López,Marcos,López,FC København,Defender,26.34,8,657,0,0.07,-0.07,1,0,0.0,0.07,
Champions League,592864,Oliver Højer,Oliver,Højer,FC København,Midfielder,19.15,1,12,0,0.0,0.0,0,0,0.0,0.0,
Champions League,590189,Jonathan Moalem,Jonathan,Moalem,FC København,Midfielder,19.13,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,192774,Jordan Larsson,Jordan,Larsson,FC København,Forward,28.76,8,540,3,2.87,0.13,14,7,21.43,0.2,180.0
Champions League,111756,Viktor Claesson,Viktor,Claesson,FC København,Midfielder,34.22,8,317,0,0.35,-0.35,4,3,0.0,0.09,
Champions League,637477,Liam West,Liam,West,FC København,Forward,18.26,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,546545,Elias Achouri,Elias,Achouri,FC København,Midfielder,27.11,7,430,1,0.24,0.76,5,1,20.0,0.05,430.0
Champions League,220246,Pantelis Hatzidiakos,Pantelis,Hatzidiakos,FC København,Defender,29.18,7,558,0,0.0,0.0,0,0,0.0,0.0,
Champions League,563813,William Clem,William,Clem,FC København,Midfielder,21.75,6,404,0,0.09,-0.09,3,0,0.0,0.03,
Champions League,614292,Graham Ankamafio,Graham,Ankamafio,FC København,Defender,18.53,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,475413,Gabriel Pereira,Gabriel,Pereira Magalhães dos Santos,FC København,Defender,25.87,8,702,0,0.3,-0.3,5,0,0.0,0.06,
Champions League,572146,Munashe Garan'anga,Munashe,Garan'anga,FC København,Defender,25.17,4,43,0,0.0,0.0,0,0,0.0,0.0,
Champions League,476040,Chris Kouakou,Chris,Kouakou,Qarabağ Ağdam FK,Midfielder,26.27,1,1,0,0.0,0.0,0,0,0.0,0.0,
Champions League,158983,Wataru Endo,Wataru,Endo,Liverpool FC,Midfielder,33.12,1,86,0,0.07,-0.07,1,1,0.0,0.07,
Champions League,223541,Federico Chiesa,Federico,Chiesa,Liverpool FC,Forward,28.41,4,77,1,1.34,-0.34,6,2,16.67,0.22,77.0
Champions League,587920,Nariman Akhundzada,Nariman,Akhundzada,Qarabağ Ağdam FK,Forward,21.91,6,175,0,0.09,-0.09,2,1,0.0,0.04,
Champions League,516234,Charlie Gray,Charlie,Gray,Manchester City FC,Midfielder,20.07,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,590039,Divine Mukasa,Divine,Mukasa,Manchester City FC,Midfielder,18.58,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,710628,Eyüp Karasu,Eyüp,Karasu,Galatasaray Spor Kulübü,Midfielder,18.69,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,687269,Furkan Koçak,Furkan,Koçak,Galatasaray Spor Kulübü,Midfielder,18.05,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,710656,Yusuf Kahraman,Yusuf,Kahraman,Galatasaray Spor Kulübü,Defender,17.98,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,566213,Stephen Mfuni,Stephen,Mfuni,Manchester City FC,Defender,18.1,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,477064,Rico Lewis,Rico,Lewis,Manchester City FC,Defender,21.33,4,218,0,0.17,-0.17,2,0,0.0,0.08,
Champions League,181391,David Goldar,David,Goldar,Pafos FC,Defender,31.52,6,417,0,0.47,-0.47,5,0,0.0,0.09,
Champions League,216058,Domingos Quina,Domingos,Quina,Pafos FC,Midfielder,26.34,7,372,0,0.25,-0.25,6,1,0.0,0.04,
Champions League,446467,David Doudera,David,Doudera,SK Slavia Praha,Midfielder,27.81,7,439,0,0.31,-0.31,4,2,0.0,0.08,
Champions League,670602,Youssoupha Sanyang,Youssoupha,Sanyang,SK Slavia Praha,Midfielder,20.55,6,328,0,0.52,-0.52,8,1,0.0,0.07,
Champions League,195720,Michal Sadílek,Michal,Sadílek,SK Slavia Praha,Midfielder,26.81,8,599,0,0.99,-0.99,8,2,0.0,0.12,
Champions League,112201,Ivan Schranz,Ivan,Schranz,SK Slavia Praha,Forward,32.53,3,71,0,0.85,-0.85,3,1,0.0,0.28,
Champions League,171339,Pêpê Rodrigues,Pedro Filipe,Figueiredo Rodrigues,Pafos FC,Midfielder,28.84,8,697,0,0.15,-0.15,3,0,0.0,0.05,
Champions League,596596,Eliás Piták,Eliás,Piták,SK Slavia Praha,Defender,19.98,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,235053,Oscar Dorley,Oscar,Dorley,SK Slavia Praha,Midfielder,27.68,5,450,0,0.27,-0.27,5,1,0.0,0.05,
Champions League,446155,Igoh Ogbu,Igoh,Ogbu,SK Slavia Praha,Defender,26.12,2,151,0,0.0,0.0,0,0,0.0,0.0,
Champions League,212603,Bruno Felipe,Bruno Felipe,Souza da Silva,Pafos FC,Forward,31.83,7,564,1,0.49,0.51,4,2,25.0,0.12,564.0
Champions League,486613,Anderson Silva,Anderson,Oliveira Silva,Pafos FC,Forward,28.33,7,361,1,1.04,-0.04,9,2,11.11,0.12,361.0
Champions League,209293,Daiki Hashioka,Daiki,Hashioka,SK Slavia Praha,Defender,26.85,4,141,0,0.05,-0.05,1,0,0.0,0.05,
Champions League,192090,Derrick Luckassen,Derrick,Luckassen,Pafos FC,Defender,30.72,8,720,1,0.72,0.28,3,1,33.33,0.24,720.0
Champions League,250871,Vasil Kusej,Vasil,Kusej,SK Slavia Praha,Forward,25.83,7,365,1,0.72,0.28,4,2,25.0,0.18,365.0
Champions League,81205,Mislav Orsic,Mislav,Orsic,Pafos FC,Forward,33.23,8,645,2,0.67,1.33,11,4,18.18,0.06,322.5
Champions League,486152,Bruno Langa,Bruno Alberto,Langa,Pafos FC,Defender,28.39,7,101,0,0.0,0.0,0,0,0.0,0.0,
Champions League,185389,Tomás Chory,Tomás,Chory,SK Slavia Praha,Forward,31.16,7,451,0,0.83,-0.83,14,4,0.0,0.06,
Champions League,477753,David Zima,David,Zima,SK Slavia Praha,Defender,25.37,8,690,0,0.2,-0.2,2,1,0.0,0.1,
Champions League,472175,Mojmír Chytil,Mojmír,Chytil,SK Slavia Praha,Forward,26.9,6,143,0,0.28,-0.28,4,2,0.0,0.07,
Champions League,41270,David Luiz,David Luiz,Moreira Marinho,Pafos FC,Defender,38.93,7,543,1,1.1,-0.1,9,5,11.11,0.12,543.0
Champions League,710180,Georgios Michael,Georgios,Michael,Pafos FC,Midfielder,17.32,1,1,0,0.0,0.0,0,0,0.0,0.0,
Champions League,505445,Jajá,Jair Diego,Alves de Brito,Pafos FC,Forward,24.93,7,335,0,0.58,-0.58,8,2,0.0,0.07,
Champions League,547870,Stepán Chaloupek,Stepán,Chaloupek,SK Slavia Praha,Defender,23.04,8,559,1,0.72,0.28,3,1,33.33,0.24,559.0
Champions League,618130,Marek Naskos,Marek,Naskos,SK Slavia Praha,Midfielder,18.73,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,186044,Vlad Dragomir,Vlad,Dragomir,Pafos FC,Midfielder,26.91,8,668,1,1.06,-0.06,8,7,12.5,0.13,668.0
Champions League,727790,Pedro Caldieraro,Pedro Henrique,Fontoura Caldieraro,Pafos FC,Forward,20.59,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,157775,Ken Sema,Ken,Sema,Pafos FC,Midfielder,32.48,6,195,0,0.0,0.0,0,0,0.0,0.0,
Champions League,199632,Kostas Pileas,Kostas,Pileas,Pafos FC,Defender,27.28,7,410,0,0.02,-0.02,1,1,0.0,0.02,
Champions League,492025,Muhammed Cham,Muhammed,Cham,SK Slavia Praha,Midfielder,25.48,6,149,0,0.2,-0.2,5,2,0.0,0.04,
Champions League,84959,Jan Boril,Jan,Boril,SK Slavia Praha,Defender,35.2,3,129,0,0.0,0.0,0,0,0.0,0.0,
Champions League,229925,Erik Prekop,Erik,Prekop,SK Slavia Praha,Forward,28.45,3,87,0,0.22,-0.22,1,1,0.0,0.22,
Champions League,705317,Youssoupha Mbodji,Youssoupha,Mbodji,SK Slavia Praha,Defender,22.2,7,389,2,1.66,0.34,8,4,25.0,0.21,194.5
Champions League,220267,Landry Dimata,Landry,Dimata,Pafos FC,Forward,28.56,6,112,0,0.09,-0.09,2,1,0.0,0.05,
Champions League,458335,Mons Bassouamina,Mons,Bassouamina,Pafos FC,Forward,27.82,6,108,0,0.23,-0.23,3,1,0.0,0.08,
Champions League,486374,Lukás Provod,Lukás,Provod,SK Slavia Praha,Midfielder,29.41,8,701,0,1.11,-1.11,20,5,0.0,0.06,
Champions League,596604,Samuel Pikolon,Samuel,Pikolon,SK Slavia Praha,Forward,20.04,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,208706,Bruno Guimarães,Bruno,Guimarães Rodriguez Moura,Newcastle United FC,Midfielder,28.35,7,542,0,0.35,-0.35,3,2,0.0,0.12,
Champions League,547719,Lewis Miley,Lewis,Miley,Newcastle United FC,Midfielder,19.89,7,341,1,0.94,0.06,4,1,25.0,0.23,341.0
Champions League,250676,Sergiño Dest,Sergiño,Dest,PSV Eindhoven,Defender,25.38,6,456,0,0.09,-0.09,3,1,0.0,0.03,
Champions League,492963,Ismael Saibari,Ismael,Saibari,PSV Eindhoven,Midfielder,25.15,7,606,3,2.57,0.43,15,6,20.0,0.17,202.0
Champions League,651260,Noah Fernandez,Noah,Fernandez,PSV Eindhoven,Midfielder,18.19,1,45,0,0.0,0.0,0,0,0.0,0.0,
Champions League,546410,Paul Wanner,Paul,Wanner,PSV Eindhoven,Midfielder,20.24,6,280,0,0.21,-0.21,4,1,0.0,0.05,
Champions League,230152,Jerdy Schouten,Jerdy,Schouten,PSV Eindhoven,Midfielder,29.19,8,675,0,0.04,-0.04,1,0,0.0,0.04,
Champions League,648818,Wisdom Mike,Wisdom,Mike,FC Bayern München,Forward,17.48,1,9,0,0.02,-0.02,1,0,0.0,0.02,
Champions League,534223,Adamo Nagalo,Adamo,Nagalo,PSV Eindhoven,Defender,23.5,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,657171,Cassiano Kiala,Cassiano,Kiala,FC Bayern München,Defender,17.19,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,549127,Esmir Bajraktarevic,Esmir,Bajraktarevic,PSV Eindhoven,Forward,21.03,4,68,0,0.0,0.0,0,0,0.0,0.0,
Champions League,441279,Anass Salah-Eddine,Anass,Salah-Eddine,PSV Eindhoven,Defender,24.17,7,510,0,0.03,-0.03,1,0,0.0,0.03,
Champions League,429171,Mauro Júnior,Mauro Jaqueson Júnior,Ferreira dos Santos,PSV Eindhoven,Defender,26.88,7,630,0,0.34,-0.34,5,1,0.0,0.07,
Champions League,510162,Ryan Flamingo,Ryan,Flamingo,PSV Eindhoven,Defender,23.22,4,221,0,0.2,-0.2,1,0,0.0,0.2,
Champions League,235905,Dennis Man,Dennis,Man,PSV Eindhoven,Forward,27.57,8,458,2,0.61,1.39,7,3,28.57,0.09,229.0
Champions League,248811,Hiroki Ito,Hiroki,Ito,FC Bayern München,Defender,26.86,3,115,0,0.0,0.0,0,0,0.0,0.0,
Champions League,634341,Nicolas Verkooijen,Nicolas,Verkooijen,PSV Eindhoven,Midfielder,19.29,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,231653,Joey Veerman,Joey,Veerman,PSV Eindhoven,Midfielder,27.34,8,720,0,0.24,-0.24,7,2,0.0,0.03,
Champions League,510657,Couhaib Driouech,Couhaib,Driouech,PSV Eindhoven,Forward,23.93,7,192,3,1.15,1.85,9,4,33.33,0.13,64.0
Champions League,616449,Felipe Chávez,Felipe,Chávez,FC Bayern München,Midfielder,18.95,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,231765,Guus Til,Guus,Til,PSV Eindhoven,Midfielder,28.25,8,583,2,1.35,0.65,7,3,28.57,0.19,291.5
Champions League,45034,Ivan Perisic,Ivan,Perisic,PSV Eindhoven,Forward,37.14,8,538,1,1.52,-0.52,11,3,9.09,0.14,538.0
Champions League,240244,Armando Obispo,Armando,Obispo,PSV Eindhoven,Defender,27.05,6,323,0,0.69,-0.69,2,0,0.0,0.34,
Champions League,501441,Kiliann Sildillia,Kiliann,Sildillia,PSV Eindhoven,Defender,23.85,1,90,0,0.19,-0.19,1,0,0.0,0.19,
Champions League,673041,Sekou Keita,Sekou,Keita,Royale Union Saint-Gilloise,Forward,19.88,1,8,0,0.0,0.0,0,0,0.0,0.0,
Champions League,544006,Guilherme Smith,Guilherme Henriques,da Silva Carvalho,Royale Union Saint-Gilloise,Midfielder,22.78,2,152,0,0.09,-0.09,2,1,0.0,0.04,
Champions League,570794,Anan Khalaili,Anan,Khalaili,Royale Union Saint-Gilloise,Forward,21.55,8,703,3,0.46,2.54,10,4,30.0,0.05,234.33333333333334
Champions League,586237,Nathan Huygevelde,Nathan,Huygevelde,Royale Union Saint-Gilloise,Midfielder,22.16,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,465716,Charles De Ketelaere,Charles,De Ketelaere,Atalanta Bergamasca Calcio,Forward,25.03,7,527,2,1.63,0.37,11,5,18.18,0.15,263.5
Champions League,519635,Fedde Leysen,Fedde,Leysen,Royale Union Saint-Gilloise,Defender,22.7,7,385,0,0.13,-0.13,2,0,0.0,0.07,
Champions League,492967,Kamiel Van de Perre,Kamiel,Van de Perre,Royale Union Saint-Gilloise,Midfielder,22.1,8,598,0,0.07,-0.07,2,0,0.0,0.03,
Champions League,497320,Adem Zorgane,Adem,Zorgane,Royale Union Saint-Gilloise,Midfielder,26.21,8,673,0,0.21,-0.21,5,4,0.0,0.04,
Champions League,566196,Soulaimane Berradi,Soulaimane,Berradi,Royale Union Saint-Gilloise,Midfielder,21.33,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,666769,Youssef Hamoutahar,Youssef,Hamoutahar,Royale Union Saint-Gilloise,Forward,19.81,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,223831,Kevin Mac Allister,Kevin,Mac Allister,Royale Union Saint-Gilloise,Defender,28.37,8,697,1,1.67,-0.67,4,1,25.0,0.42,697.0
Champions League,423640,Ousseynou Niang,Ousseynou,Niang,Royale Union Saint-Gilloise,Midfielder,24.44,7,528,0,0.41,-0.41,10,2,0.0,0.04,
Champions League,512121,Louis Patris,Louis,Patris,Royale Union Saint-Gilloise,Defender,24.79,5,145,0,0.33,-0.33,1,1,0.0,0.33,
Champions League,582288,Mohammed Fuseini,Mohammed,Fuseini,Royale Union Saint-Gilloise,Forward,23.85,2,56,0,0.07,-0.07,1,0,0.0,0.07,
Champions League,88719,Rob Schoofs,Rob,Schoofs,Royale Union Saint-Gilloise,Midfielder,32.0,7,192,0,0.17,-0.17,3,0,0.0,0.06,
Champions League,231271,Ross Sykes,Ross,Sykes,Royale Union Saint-Gilloise,Defender,26.99,6,384,1,0.13,0.87,3,1,33.33,0.04,384.0
Champions League,530186,Raul Florucz,Raul,Florucz,Royale Union Saint-Gilloise,Forward,24.78,5,288,0,1.02,-1.02,7,3,0.0,0.15,
Champions League,459675,Anouar Ait El Hadj,Anouar,Ait El Hadj,Royale Union Saint-Gilloise,Midfielder,23.92,7,527,1,0.92,0.08,7,3,14.29,0.13,527.0
Champions League,119376,Christian Burgess,Christian,Burgess,Royale Union Saint-Gilloise,Defender,34.46,8,720,0,0.09,-0.09,2,1,0.0,0.05,
Champions League,244855,Jude Bellingham,Jude,Bellingham,Real Madrid CF,Midfielder,22.73,7,489,2,3.39,-1.39,16,4,12.5,0.21,244.5
Champions League,550252,João Rego,João Pedro,Seno Luís Rego,SL Benfica,Midfielder,20.75,2,16,0,0.0,0.0,0,0,0.0,0.0,
Champions League,500168,Gonçalo Oliveira,Gonçalo,Calisto de Oliveira,SL Benfica,Defender,19.71,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,440077,Rodrygo,Rodrygo,Silva de Goes,Real Madrid CF,Forward,25.2,5,229,1,0.38,0.62,8,5,12.5,0.05,229.0
Champions League,491002,Diogo Prioste,Diogo,Ferreira Prioste,SL Benfica,Midfielder,21.99,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,648046,Daniel Banjaqui,Daniel Armando,Fonseca da Silva Banjaqui,SL Benfica,Defender,17.99,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,101820,Stanislav Lobotka,Stanislav,Lobotka,SSC Napoli,Midfielder,31.33,6,505,0,0.01,-0.01,1,0,0.0,0.01,
Champions League,66749,Romelu Lukaku,Romelu,Lukaku,SSC Napoli,Forward,32.86,1,8,0,0.19,-0.19,1,1,0.0,0.19,
Champions League,91990,Juan Jesus,Juan Guilherme,Nunes Jesus,SSC Napoli,Defender,34.79,7,347,0,0.0,0.0,0,0,0.0,0.0,
Champions League,550615,Tyrique George,Tyrique,George,Chelsea FC,Forward,20.12,4,158,1,0.29,0.71,4,2,25.0,0.07,158.0
Champions League,214966,Mathías Olivera,Mathías,Olivera,SSC Napoli,Defender,28.39,6,325,0,0.47,-0.47,5,3,0.0,0.09,
Champions League,497894,Rasmus Højlund,Rasmus,Højlund,SSC Napoli,Forward,23.13,7,596,3,2.63,0.37,13,5,23.08,0.2,198.66666666666666
Champions League,248498,Miguel Gutiérrez,Miguel,Gutiérrez,SSC Napoli,Defender,24.65,5,302,0,0.04,-0.04,2,0,0.0,0.02,
Champions League,93661,Giovanni Di Lorenzo,Giovanni,Di Lorenzo,SSC Napoli,Defender,32.64,7,561,0,0.74,-0.74,9,1,0.0,0.08,
Champions League,624773,Estêvão,Estêvão Willian,Almeida de Oliveira Gonçalves,Chelsea FC,Forward,18.91,7,427,3,2.88,0.12,16,7,18.75,0.18,142.33333333333334
Champions League,563809,Antonio Vergara,Antonio,Vergara,SSC Napoli,Midfielder,23.18,4,162,1,0.77,0.23,6,3,16.67,0.13,162.0
Champions League,225807,Eljif Elmas,Eljif,Elmas,SSC Napoli,Midfielder,26.49,7,373,0,0.21,-0.21,4,2,0.0,0.05,
Champions League,577684,Christian Garofalo,Christian,Garofalo,SSC Napoli,Defender,19.21,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,84161,Leonardo Spinazzola,Leonardo,Spinazzola,SSC Napoli,Defender,33.0,6,427,0,0.03,-0.03,2,0,0.0,0.02,
Champions League,463936,Jamie Gittens,Jamie,Gittens,Chelsea FC,Forward,21.62,7,319,0,0.19,-0.19,5,2,0.0,0.04,
Champions League,247359,Alessandro Buongiorno,Alessandro,Buongiorno,SSC Napoli,Defender,26.79,7,598,0,0.26,-0.26,5,2,0.0,0.05,
Champions League,433521,Sam Beukema,Sam,Beukema,SSC Napoli,Defender,27.35,6,354,0,0.17,-0.17,1,1,0.0,0.17,
Champions League,605949,Emmanuele De Chiara,Emmanuele,De Chiara,SSC Napoli,Midfielder,20.08,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,195851,Scott McTominay,Scott,McTominay,SSC Napoli,Midfielder,29.29,8,699,4,3.05,0.95,16,6,25.0,0.19,174.75
Champions League,631998,Adrián Pérez,Adrián,Pérez,Athletic Club,Forward,19.4,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,632021,Mikel Jauregizar,Mikel,Jauregizar,Athletic Club,Midfielder,22.35,7,452,0,0.06,-0.06,2,0,0.0,0.03,
