competition,player_id,name,first_name,last_name,team,position,age,apps,mins_played,goals,xg,goals_vs_xg,shots,shots_on_target,shot_conv,xg_per_shot,mins_per_goal
Premier League,499309,Marc Guiu,Marc,Guiu,Chelsea FC,Forward,20.24,9,248,0,1.47,-1.47,12,2,0.0,0.12,
Premier League,242880,Benoît Badiashile,Benoît,Badiashile,Chelsea FC,Defender,25.02,8,471,0,0.0,0.0,0,0,0.0,0.0,
Premier League,225796,Reece James,Reece,James,Chelsea FC,Defender,26.32,27,1896,2,1.01,0.99,21,6,9.52,0.05,948.0
Premier League,549329,Lucas Pires,Lucas,Pires Silva,Burnley FC,Defender,25.02,15,1103,0,0.32,-0.32,11,1,0.0,0.03,
Premier League,223827,Dan Ballard,Dan,Ballard,Sunderland AFC,Defender,26.53,26,2007,2,2.38,-0.38,25,9,8.0,0.1,1003.5
Premier League,570929,Jack Whittaker,Jack,Whittaker,Sunderland AFC,Midfielder,19.46,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,571087,Jaydon Jones,Jaydon,Jones,Sunderland AFC,Midfielder,19.41,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,219249,Matt O'Riley,Matt,O'Riley,Brighton & Hove Albion FC,Midfielder,25.36,4,187,1,1.2,-0.2,4,2,25.0,0.3,187.0
Premier League,109345,Solly March,Solly,March,Brighton & Hove Albion FC,Midfielder,31.7,1,4,0,0.0,0.0,0,0,0.0,0.0,
Premier League,597320,Harry Howell,Harry,Howell,Brighton & Hove Albion FC,Midfielder,17.94,3,93,0,0.0,0.0,0,0,0.0,0.0,
Premier League,247348,Daniel Muñoz,Daniel,Muñoz,Crystal Palace FC,Defender,29.85,21,1781,3,1.98,1.02,19,8,15.79,0.1,593.6666666666666
Premier League,227127,Yves Bissouma,Yves,Bissouma,Tottenham Hotspur FC,Midfielder,29.59,8,463,0,0.36,-0.36,5,2,0.0,0.07,
Premier League,660392,Christantus Uche,Christantus,Uche,Crystal Palace FC,Midfielder,22.87,14,159,0,0.49,-0.49,6,2,0.0,0.08,
Premier League,536134,Rio Kyerematen,Rio,Kyerematen,Tottenham Hotspur FC,Midfielder,20.81,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,576637,Godwill Kukonki,Godwill,Kukonki,Manchester United FC,Defender,18.15,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,432422,Sandro Tonali,Sandro,Tonali,Newcastle United FC,Midfielder,25.9,29,2045,0,1.56,-1.56,28,7,0.0,0.06,
Premier League,553746,Leo Shahar,Leo,Shahar,Newcastle United FC,Defender,19.04,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,653481,Alysson Edward,Alysson Edward Franco,da Rocha dos Santos,Aston Villa FC,Forward,19.9,3,47,0,0.05,-0.05,1,0,0.0,0.05,
Premier League,116216,Leandro Trossard,Leandro,Trossard,Arsenal FC,Forward,31.33,26,1685,5,4.82,0.18,44,11,11.36,0.11,337.0
Premier League,128295,Christian Nørgaard,Christian,Nørgaard,Arsenal FC,Midfielder,32.07,6,56,0,0.05,-0.05,1,1,0.0,0.05,
Premier League,572702,Keiber Lamadrid,Keiber,Lamadrid,West Ham United FC,Midfielder,22.37,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,450070,Crysencio Summerville,Crysencio,Summerville,West Ham United FC,Forward,24.42,24,1864,5,4.27,0.73,43,15,11.63,0.1,372.8
Premier League,575458,Jair Cunha,Jair,Paula da Cunha Filho,Nottingham Forest FC,Defender,21.07,3,214,0,0.16,-0.16,2,0,0.0,0.08,
Premier League,97299,John Stones,John,Stones,Manchester City FC,Defender,31.85,7,353,0,0.0,0.0,0,0,0.0,0.0,
Premier League,510281,Savinho,Sávio,Moreira de Oliveira,Manchester City FC,Forward,21.97,17,565,0,1.53,-1.53,14,9,0.0,0.11,
Premier League,194010,Rico Henry,Rico,Henry,Brentford FC,Defender,28.73,25,1328,0,0.18,-0.18,5,0,0.0,0.04,
Premier League,200785,Tyler Adams,Tyler,Adams,AFC Bournemouth,Midfielder,27.13,18,1420,2,0.53,1.47,8,6,25.0,0.07,710.0
Premier League,179458,Jacob Bruun Larsen,Jacob,Bruun Larsen,Burnley FC,Forward,27.53,23,970,0,1.36,-1.36,16,4,0.0,0.08,
Premier League,644593,Kian McMahon-Brown,Kian,McMahon-Brown,Burnley FC,Forward,17.65,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,626844,Milan Aleksic,Milan,Aleksic,Sunderland AFC,Midfielder,20.58,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,110504,Bertrand Traoré,Bertrand,Traoré,Sunderland AFC,Forward,30.57,12,638,1,0.56,0.44,13,6,7.69,0.04,638.0
Premier League,536661,Nilson Angulo,Nilson,Angulo,Sunderland AFC,Forward,22.78,5,257,0,0.5,-0.5,3,2,0.0,0.17,
Premier League,246301,Jorge Cuenca,Jorge,Cuenca,Fulham FC,Defender,26.37,14,934,0,0.05,-0.05,1,0,0.0,0.05,
Premier League,559684,Jack Moorhouse,Jack,Moorhouse,Manchester United FC,Midfielder,20.33,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,601956,Saheed Olagunju,Saheed,Olagunju,Wolverhampton Wanderers FC,Defender,19.23,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,596054,Tom Edozie,Tom,Edozie,Wolverhampton Wanderers FC,Forward,19.87,1,6,1,0.16,0.84,1,1,100.0,0.16,6.0
Premier League,184029,Martin Ødegaard,Martin,Ødegaard,Arsenal FC,Midfielder,27.29,20,1078,1,1.01,-0.01,20,7,5.0,0.05,1078.0
Premier League,611917,Lucá Williams-Barnett,Lucá,Williams-Barnett,Tottenham Hotspur FC,Midfielder,17.49,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,590014,Rio Cardines,Rio,Cardines,Crystal Palace FC,Midfielder,19.75,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,469130,Lorenzo Lucca,Lorenzo,Lucca,Nottingham Forest FC,Forward,25.56,3,120,1,0.72,0.28,3,1,33.33,0.24,120.0
Premier League,699989,Djiamgone Jocelin Ta Bi,Djiamgone Jocelin Ta,Bi,Sunderland AFC,Forward,21.14,1,39,0,0.0,0.0,0,0,0.0,0.0,
Premier League,560552,Kevin,Kevin,Santos Lopes de Macedo,Fulham FC,Forward,23.24,23,904,1,1.11,-0.11,22,9,4.55,0.05,904.0
Premier League,461199,Romaine Mundle,Romaine,Mundle,Sunderland AFC,Forward,22.94,14,400,0,0.86,-0.86,7,2,0.0,0.12,
Premier League,477064,Rico Lewis,Rico,Lewis,Manchester City FC,Defender,21.36,10,312,0,0.11,-0.11,2,0,0.0,0.06,
Premier League,472713,Aaron Hickey,Aaron,Hickey,Brentford FC,Defender,23.81,18,593,0,0.41,-0.41,5,1,0.0,0.08,
Premier League,204580,Vitaly Janelt,Vitaly,Janelt,Brentford FC,Midfielder,27.9,22,1255,1,0.91,0.09,12,3,8.33,0.08,1255.0
Premier League,605319,Luke Rawlings,Luke,Rawlings,Wolverhampton Wanderers FC,Midfielder,17.99,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,158983,Wataru Endo,Wataru,Endo,Liverpool FC,Midfielder,33.15,8,171,0,0.04,-0.04,1,0,0.0,0.04,
Premier League,494307,Max Alleyne,Max,Alleyne,Manchester City FC,Defender,20.69,2,135,0,0.26,-0.26,2,1,0.0,0.13,
Premier League,589121,Ethan Sutherland,Ethan,Sutherland,Wolverhampton Wanderers FC,Midfielder,19.93,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,221820,Lisandro Martínez,Lisandro,Martínez,Manchester United FC,Defender,28.2,14,905,0,0.06,-0.06,4,0,0.0,0.02,
Premier League,113564,Sam Byram,Sam,Byram,Leeds United FC,Defender,32.55,1,7,0,0.0,0.0,0,0,0.0,0.0,
Premier League,536916,Facundo Buonanotte,Facundo,Buonanotte,Leeds United FC,Midfielder,21.27,3,69,0,0.04,-0.04,1,0,0.0,0.04,
Premier League,502697,Charly Alcaraz,Charly,Alcaraz,Everton FC,Midfielder,23.33,16,673,0,1.11,-1.11,18,5,0.0,0.06,
Premier League,155408,Lewis Cook,Lewis,Cook,AFC Bournemouth,Midfielder,29.16,16,870,0,0.08,-0.08,3,0,0.0,0.03,
Premier League,550839,Wilson Odobert,Wilson,Odobert,Tottenham Hotspur FC,Forward,21.34,24,980,0,1.96,-1.96,22,8,0.0,0.09,
Premier League,640419,Jun'ai Byfield,Jun'ai,Byfield,Tottenham Hotspur FC,Defender,17.31,1,1,0,0.0,0.0,0,0,0.0,0.0,
Premier League,208706,Bruno Guimarães,Bruno,Guimarães Rodriguez Moura,Newcastle United FC,Midfielder,28.38,23,2018,9,4.82,4.18,32,17,28.12,0.15,224.22222222222223
Premier League,223434,Igor Julio,Igor Julio,dos Santos de Paulo,Brighton & Hove Albion FC,Defender,28.15,4,103,0,0.0,0.0,0,0,0.0,0.0,
Premier League,678552,Malcom DaCosta,Malcom,DaCosta,AFC Bournemouth,Midfielder,17.95,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,549067,Zach Abbott,Zach,Abbott,Nottingham Forest FC,Defender,19.88,2,121,0,0.0,0.0,0,0,0.0,0.0,
Premier League,180804,Axel Tuanzebe,Axel,Tuanzebe,Burnley FC,Defender,28.38,11,932,1,0.61,0.39,2,1,50.0,0.3,932.0
Premier League,616288,Ryan McAidoo,Ryan,McAidoo,Manchester City FC,Forward,17.76,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,577285,George Hemmings,George,Hemmings,Aston Villa FC,Midfielder,19.07,2,25,0,0.04,-0.04,1,0,0.0,0.04,
Premier League,576628,Shea Lacey,Shea,Lacey,Manchester United FC,Forward,18.96,2,12,0,0.07,-0.07,3,1,0.0,0.02,
Premier League,631786,Jonah Kusi-Asare,Jonah,Kusi-Asare,Fulham FC,Forward,18.74,5,30,0,0.0,0.0,0,0,0.0,0.0,
Premier League,576980,Zach Marsh,Zach,Marsh,Crystal Palace FC,Forward,20.48,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,530318,Kaden Rodney,Kaden,Rodney,Crystal Palace FC,Midfielder,21.48,1,3,0,0.0,0.0,0,0,0.0,0.0,
Premier League,611926,Amara Nallo,Amara,Nallo,Liverpool FC,Defender,19.36,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,547719,Lewis Miley,Lewis,Miley,Newcastle United FC,Midfielder,19.92,19,1133,1,1.34,-0.34,12,4,8.33,0.11,1133.0
Premier League,463936,Jamie Gittens,Jamie,Gittens,Chelsea FC,Forward,21.64,16,490,0,0.82,-0.82,10,2,0.0,0.08,
Premier League,513433,Brajan Gruda,Brajan,Gruda,Brighton & Hove Albion FC,Midfielder,21.83,18,715,1,1.72,-0.72,16,6,6.25,0.11,715.0
Premier League,230376,Jhon Arias,Jhon,Arias,Wolverhampton Wanderers FC,Midfielder,28.53,23,1121,1,3.25,-2.25,16,3,6.25,0.2,1121.0
Premier League,606774,Remy Rees-Dottin,Remy,Rees-Dottin,AFC Bournemouth,Forward,20.07,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,516939,Emmanuel Agbadou,Emmanuel,Agbadou,Wolverhampton Wanderers FC,Defender,28.79,14,1101,0,0.56,-0.56,10,3,0.0,0.06,
Premier League,685628,Jerome Abbey,Jerome,Abbey,Wolverhampton Wanderers FC,Midfielder,16.53,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,596777,Patrick Dorgu,Patrick,Dorgu,Manchester United FC,Defender,21.43,22,1333,3,1.82,1.18,21,8,14.29,0.09,444.3333333333333
Premier League,195384,Mikel Merino,Mikel,Merino,Arsenal FC,Midfielder,29.78,21,999,4,3.0,1.0,21,8,19.05,0.14,249.75
Premier League,500151,Nicolò Savona,Nicolò,Savona,Nottingham Forest FC,Defender,23.04,14,1026,2,1.34,0.66,5,3,40.0,0.27,513.0
Premier League,502988,Danny Imray,Danny,Imray,Crystal Palace FC,Defender,22.68,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,550596,Dominic Sadi,Dominic,Sadi,AFC Bournemouth,Forward,22.58,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,519895,Oliver Sonne,Oliver,Sonne,Burnley FC,Defender,25.39,7,165,1,0.55,0.45,3,1,33.33,0.18,165.0
Premier League,490145,Dane Scarlett,Dane,Scarlett,Tottenham Hotspur FC,Forward,22.02,2,7,0,0.0,0.0,0,0,0.0,0.0,
Premier League,550090,Diego Coppola,Diego,Coppola,Brighton & Hove Albion FC,Defender,22.26,5,194,0,0.0,0.0,0,0,0.0,0.0,
Premier League,590039,Divine Mukasa,Divine,Mukasa,Manchester City FC,Midfielder,18.61,2,25,0,0.0,0.0,0,0,0.0,0.0,
Premier League,643135,Fer López,Fer,López,Wolverhampton Wanderers FC,Forward,21.85,9,229,0,0.16,-0.16,5,1,0.0,0.03,
Premier League,535818,Simon Adingra,Simon,Adingra,Sunderland AFC,Forward,24.25,14,658,1,0.35,0.65,6,2,16.67,0.06,658.0
Premier League,658013,Charlie Stevens,Charlie,Stevens,AFC Bournemouth,Midfielder,18.83,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,114283,Jack Grealish,Jack,Grealish,Everton FC,Midfielder,30.56,20,1631,2,2.15,-0.15,26,8,7.69,0.08,815.5
Premier League,491745,Elijah Campbell,Elijah,Campbell,Everton FC,Defender,21.66,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,559962,Jamaldeen Jimoh-Aloba,Jamaldeen,Jimoh-Aloba,Aston Villa FC,Midfielder,19.49,1,8,0,0.0,0.0,0,0,0.0,0.0,
Premier League,474907,Reece Welch,Reece,Welch,Everton FC,Defender,22.53,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,591385,Sam Amissah,Sam,Amissah,Fulham FC,Defender,19.07,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,672492,Joél Drakes-Thomas,Joél,Drakes-Thomas,Crystal Palace FC,Forward,16.81,2,7,0,0.0,0.0,0,0,0.0,0.0,
Premier League,223336,Dan Neil,Dan,Neil,Sunderland AFC,Midfielder,24.3,3,13,0,0.0,0.0,0,0,0.0,0.0,
Premier League,115556,Ben Davies,Ben,Davies,Tottenham Hotspur FC,Defender,32.94,3,138,1,0.49,0.51,2,2,50.0,0.25,138.0
Premier League,197024,Guido Rodríguez,Guido,Rodríguez,West Ham United FC,Midfielder,31.98,6,177,0,0.03,-0.03,1,0,0.0,0.03,
Premier League,547037,Jack Fletcher,Jack,Fletcher,Manchester United FC,Midfielder,19.03,3,107,0,0.03,-0.03,1,0,0.0,0.03,
Premier League,566213,Stephen Mfuni,Stephen,Mfuni,Manchester City FC,Defender,18.13,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,492777,Conor Bradley,Conor,Bradley,Liverpool FC,Defender,22.73,15,932,0,0.24,-0.24,6,0,0.0,0.04,
Premier League,221399,Jack Harrison,Jack,Harrison,Leeds United FC,Forward,29.36,11,263,0,0.28,-0.28,6,2,0.0,0.05,
Premier League,119471,Fabian Schär,Fabian,Schär,Newcastle United FC,Defender,34.29,16,1091,0,0.98,-0.98,17,4,0.0,0.06,
Premier League,202993,Rodrigo Bentancur,Rodrigo,Bentancur,Tottenham Hotspur FC,Midfielder,28.77,20,1415,1,0.47,0.53,9,2,11.11,0.05,1415.0
Premier League,575901,Julio Soler,Julio,Soler,AFC Bournemouth,Defender,21.12,3,34,0,0.0,0.0,0,0,0.0,0.0,
Premier League,477547,Leo Hjelde,Leo,Hjelde,Sunderland AFC,Defender,22.6,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,604211,Tymur Tutierov,Tymur,Tutierov,Sunderland AFC,Forward,20.8,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,450539,Myles Peart-Harris,Myles,Peart-Harris,Brentford FC,Midfielder,23.53,1,1,0,0.0,0.0,0,0,0.0,0.0,
Premier League,643426,Dean Benamar,Dean,Benamar,Crystal Palace FC,Defender,17.83,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,591384,George King,George,King,Crystal Palace FC,Defender,19.03,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,631106,Ben Casey,Ben,Casey,Crystal Palace FC,Forward,18.15,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,204646,Donyell Malen,Donyell,Malen,Aston Villa FC,Forward,27.2,21,645,4,4.04,-0.04,27,9,14.81,0.15,161.25
Premier League,226944,Boubacar Kamara,Boubacar,Kamara,Aston Villa FC,Midfielder,26.36,18,1418,1,0.49,0.51,7,4,14.29,0.07,1418.0
Premier League,514362,Temple Ojinnaka,Temple,Ojinnaka,Wolverhampton Wanderers FC,Midfielder,21.0,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,497606,Tawanda Chirewa,Tawanda,Chirewa,Wolverhampton Wanderers FC,Forward,22.47,2,25,0,0.0,0.0,0,0,0.0,0.0,
Premier League,619536,Seth Ridgeon,Seth,Ridgeon,Fulham FC,Midfielder,17.55,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,547720,Charlie Tasker,Charlie,Tasker,Brighton & Hove Albion FC,Defender,20.1,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,580921,Reigan Heskey,Reigan,Heskey,Manchester City FC,Forward,18.2,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,549074,Tom Watson,Tom,Watson,Brighton & Hove Albion FC,Forward,19.98,6,57,0,0.04,-0.04,1,1,0.0,0.04,
Premier League,465680,Arnaud Kalimuendo,Arnaud,Kalimuendo,Nottingham Forest FC,Forward,24.19,9,89,0,0.44,-0.44,4,1,0.0,0.11,
Premier League,490885,George Earthy,George,Earthy,West Ham United FC,Midfielder,21.57,1,8,0,0.0,0.0,0,0,0.0,0.0,
Premier League,224024,Lucas Paquetá,Lucas,Tolentino Coelho de Lima,West Ham United FC,Midfielder,28.6,18,1521,4,2.82,1.18,23,11,17.39,0.12,380.25
Premier League,477424,Josko Gvardiol,Josko,Gvardiol,Manchester City FC,Defender,24.19,16,1304,2,2.34,-0.34,16,5,12.5,0.15,652.0
Premier League,606921,Romain Esse,Romain,Esse,Crystal Palace FC,Midfielder,20.88,4,40,0,0.0,0.0,0,0,0.0,0.0,
Premier League,460842,Mohammed Kudus,Mohammed,Kudus,Tottenham Hotspur FC,Midfielder,25.66,19,1545,2,1.93,0.07,26,9,7.69,0.07,772.5
Premier League,565863,Sam Chambers,Sam,Chambers,Leeds United FC,Midfielder,18.62,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,576620,Bendito Mantato,Bendito,Mantato,Manchester United FC,Forward,18.18,1,15,0,0.0,0.0,0,0,0.0,0.0,
Premier League,222683,Justin Kluivert,Justin,Kluivert,AFC Bournemouth,Forward,26.91,18,920,2,2.25,-0.25,16,4,12.5,0.14,460.0
Premier League,578614,Enock Agyei,Enock,Agyei,Burnley FC,Forward,21.21,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,647960,Oliver Pimlott,Oliver,Pimlott,Burnley FC,Midfielder,18.98,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,704232,George Brierley,George,Brierley,Burnley FC,Midfielder,18.36,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,551206,Jaydon Banel,Jaydon,Banel,Burnley FC,Forward,21.45,1,9,0,0.0,0.0,0,0,0.0,0.0,
Premier League,643473,Airidas Golambeckis,Airidas,Golambeckis,West Ham United FC,Defender,18.4,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,441271,Ki-Jana Hoever,Ki-Jana,Hoever,Wolverhampton Wanderers FC,Defender,24.2,8,428,0,0.02,-0.02,1,1,0.0,0.02,
Premier League,593001,Enso González,Enso,González,Wolverhampton Wanderers FC,Forward,21.19,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,206325,Oleksandr Zinchenko,Oleksandr,Zinchenko,Nottingham Forest FC,Defender,29.3,5,353,0,0.08,-0.08,4,2,0.0,0.02,
Premier League,618027,TJ Carroll,TJ,Carroll,Aston Villa FC,Defender,19.02,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,628204,Yunus Konak,Yunus,Konak,Brentford FC,Midfielder,20.22,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,519440,Wellity Lucky,Wellity,Lucky,Liverpool FC,Defender,20.21,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,664015,Leon Routh,Leon,Routh,Aston Villa FC,Defender,18.33,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,596047,Chido Obi,Chido,Obi,Manchester United FC,Forward,18.33,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,666607,Sam Alabi,Sam,Alabi,Newcastle United FC,Midfielder,16.72,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,437748,Mike Trésor,Mike,Trésor,Burnley FC,Forward,26.85,4,19,0,0.0,0.0,0,0,0.0,0.0,
Premier League,436893,Julián Araujo,Julián,Araujo,AFC Bournemouth,Defender,24.63,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,547801,Callum Bates,Callum,Bates,Everton FC,Midfielder,20.5,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,629068,Braiden Graham,Braiden,Graham,Everton FC,Forward,18.39,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,553299,Kota Takai,Kota,Takai,Tottenham Hotspur FC,Defender,21.57,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,205533,Eddie Nketiah,Eddie,Nketiah,Crystal Palace FC,Forward,26.84,12,416,2,1.77,0.23,15,6,13.33,0.12,208.0
Premier League,616065,Marli Salmon,Marli,Salmon,Arsenal FC,Defender,16.58,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,499175,Ethan Nwaneri,Ethan,Nwaneri,Arsenal FC,Midfielder,19.03,6,165,0,0.23,-0.23,6,0,0.0,0.04,
Premier League,626464,Gustavo Nunes,Gustavo,Nunes Fernandes Gomes,Brentford FC,Forward,20.36,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,172567,Josh Cullen,Josh,Cullen,Burnley FC,Midfielder,29.99,18,1519,2,0.9,1.1,11,6,18.18,0.08,759.5
Premier League,219168,Alexander Isak,Alexander,Isak,Liverpool FC,Forward,26.53,10,508,2,2.05,-0.05,15,4,13.33,0.14,254.0
Premier League,556637,Nehemiah Oriola,Nehemiah,Oriola,Brighton & Hove Albion FC,Forward,18.8,1,1,0,0.0,0.0,0,0,0.0,0.0,
Premier League,604988,Freddie Simmonds,Freddie,Simmonds,Brighton & Hove Albion FC,Defender,18.06,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,567121,Joe Knight,Joe,Knight,Brighton & Hove Albion FC,Midfielder,20.52,1,1,0,0.0,0.0,0,0,0.0,0.0,
Premier League,229384,Andy Irving,Andy,Irving,West Ham United FC,Midfielder,25.88,7,157,0,0.0,0.0,0,0,0.0,0.0,
Premier League,516234,Charlie Gray,Charlie,Gray,Manchester City FC,Midfielder,20.1,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,517179,Alfie Pond,Alfie,Pond,Wolverhampton Wanderers FC,Defender,22.08,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,428580,Frank Onyeka,Frank,Onyeka,Brentford FC,Midfielder,28.25,6,88,0,0.0,0.0,0,0,0.0,0.0,
Premier League,91889,Niclas Füllkrug,Niclas,Füllkrug,West Ham United FC,Forward,33.15,8,408,0,0.92,-0.92,9,3,0.0,0.1,
Premier League,90585,Willy Boly,Willy,Boly,Nottingham Forest FC,Defender,35.16,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,565431,Callum Marshall,Callum,Marshall,West Ham United FC,Forward,21.34,2,58,0,0.13,-0.13,1,0,0.0,0.13,
Premier League,622536,Benjamin Arthur,Benjamin,Arthur,Brentford FC,Defender,20.47,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,608181,Stefanos Tzimas,Stefanos,Tzimas,Brighton & Hove Albion FC,Forward,20.23,9,133,1,0.46,0.54,4,1,25.0,0.12,133.0
Premier League,433312,Marshall Munetsi,Marshall,Munetsi,Wolverhampton Wanderers FC,Midfielder,29.78,13,873,1,1.61,-0.61,14,6,7.14,0.11,873.0
Premier League,577114,Luis Guilherme,Luis Guilherme,Lira dos Santos,West Ham United FC,Forward,20.14,5,121,0,0.07,-0.07,1,0,0.0,0.07,
Premier League,209365,Matthijs de Ligt,Matthijs,de Ligt,Manchester United FC,Defender,26.64,13,1170,1,1.46,-0.46,11,3,9.09,0.13,1170.0
Premier League,105717,Arthur Masuaku,Arthur,Masuaku,Sunderland AFC,Defender,32.4,3,127,0,0.07,-0.07,1,0,0.0,0.07,
Premier League,244858,Fábio Carvalho,Fábio Leandro,Freitas Gouveia de Carvalho,Brentford FC,Midfielder,23.59,6,100,1,0.7,0.3,2,1,50.0,0.35,100.0
Premier League,101148,Jamaal Lascelles,Jamaal,Lascelles,Newcastle United FC,Defender,32.39,2,19,0,0.04,-0.04,1,0,0.0,0.04,
Premier League,111773,Emil Krafth,Emil,Krafth,Newcastle United FC,Defender,31.67,1,45,0,0.0,0.0,0,0,0.0,0.0,
Premier League,646243,Andre Harriman-Annous,Andre,Harriman-Annous,Arsenal FC,Forward,18.25,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,590035,Yusuf Akhamrich,Yusuf,Akhamrich,Tottenham Hotspur FC,Forward,20.57,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,577731,Ben Broggio,Ben,Broggio,Aston Villa FC,Midfielder,19.17,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,60689,Chris Wood,Chris,Wood,Nottingham Forest FC,Forward,34.32,8,544,2,2.77,-0.77,16,6,12.5,0.17,272.0
Premier League,611912,Landon Emenalo,Landon,Emenalo,Chelsea FC,Midfielder,18.2,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,661712,Diego León,Diego,León,Manchester United FC,Defender,18.99,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,645618,Bradley Burrowes,Bradley,Burrowes,Aston Villa FC,Midfielder,18.07,1,16,0,0.0,0.0,0,0,0.0,0.0,
Premier League,543295,Antoni Milambo,Antoni,Milambo,Brentford FC,Midfielder,20.99,1,45,0,0.0,0.0,0,0,0.0,0.0,
Premier League,600882,Harry Gray,Harry,Gray,Leeds United FC,Forward,17.47,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,569577,Triston Rowe,Triston,Rowe,Aston Villa FC,Defender,19.49,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,534836,Travis Patterson,Travis,Patterson,Aston Villa FC,Defender,20.48,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,211975,Manuel Akanji,Manuel,Akanji,Manchester City FC,Defender,30.71,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,59859,Ilkay Gündogan,Ilkay,Gündogan,Manchester City FC,Midfielder,35.44,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,447715,Aaron Ramsey,Aaron,Ramsey,Burnley FC,Midfielder,23.19,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,124165,Patrick Roberts,Patrick,Roberts,Sunderland AFC,Midfielder,29.15,1,27,0,0.03,-0.03,1,0,0.0,0.03,
Premier League,519634,Jenson Seelt,Jenson,Seelt,Sunderland AFC,Defender,22.86,2,134,0,0.0,0.0,0,0,0.0,0.0,
Premier League,235674,Manor Solomon,Manor,Solomon,Tottenham Hotspur FC,Forward,26.69,0,0,0,0.0,0.0,0,0,0.0,0.0,
